Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Brazil,2013-01-01,Developing,74.7,146.0,46,7.24,916.270845,96.0,220,54.5,52,96.0,8.48,97.0,0.1,12216.9446,2248632.0,2.8,2.7,0.734,14.2
Brazil,2012-01-01,Developing,74.5,148.0,49,7.55,843.1946259,96.0,2,53.6,54,96.0,8.26,95.0,0.1,12291.46685,256983.0,2.8,2.8,0.73,14.2
Brunei Darussalam,2015-01-01,Developing,77.7,78.0,0,4.602860787172012,0.0,99.0,4,41.2,0,99.0,5.9381895280235995,99.0,0.1,3967.8951,12753375.120052494,5.7,5.1,0.864,14.9
Brunei Darussalam,2014-01-01,Developing,77.6,8.0,0,0.01,269.1432784,99.0,1,4.2,0,99.0,2.65,99.0,0.1,4159.8652,12753375.120052494,5.7,5.2,0.863,15.0
Brunei Darussalam,2011-01-01,Developing,77.4,79.0,0,0.97,295.7730171,93.0,4,37.2,0,99.0,2.25,97.0,0.1,4717.273,12753375.120052494,5.9,5.4,0.846,14.1
Brunei Darussalam,2006-01-01,Developing,76.3,93.0,0,0.67,24.97532919,99.0,0,32.2,0,94.0,2.24,97.0,0.1,398.96692,12753375.120052494,6.3,5.8,0.837,14.3
Brunei Darussalam,2005-01-01,Developing,76.2,92.0,0,0.16,179.7147814,99.0,9,31.2,0,93.0,2.62,94.0,0.1,2612.13345,12753375.120052494,6.4,5.9,0.834,14.1
Brunei Darussalam,2002-01-01,Developing,74.8,95.0,0,0.13,941.7036868,99.0,0,28.0,0,99.0,3.4,94.0,0.1,16846.2198,12753375.120052494,6.7,6.1,0.82,13.3
Brunei Darussalam,2001-01-01,Developing,74.7,19.0,0,0.47,1078.66244,99.0,11,27.0,0,99.0,3.6,97.0,0.1,16468.12886,12753375.120052494,6.8,6.2,0.819,13.4
Brunei Darussalam,2000-01-01,Developing,74.4,16.0,0,0.37,11.79686108,99.0,42,26.1,0,99.0,3.5,99.0,0.1,188.44826,12753375.120052494,6.8,6.3,0.818,13.4
Bulgaria,2015-01-01,Developed,74.5,137.0,0,4.602860787172012,0.0,92.0,0,65.7,1,91.0,5.9381895280235995,91.0,0.1,6993.47736,7177991.0,1.9,1.8,0.792,15.0
Bulgaria,2014-01-01,Developed,74.3,138.0,1,12.03,153.1400362,95.0,0,65.1,1,88.0,8.44,88.0,0.1,7853.335191,7223938.0,1.9,1.9,0.787,14.8
Bulgaria,2013-01-01,Developed,74.1,14.0,1,12.06,149.659879,95.0,14,64.5,1,95.0,7.93,95.0,0.1,7674.86559,7265115.0,1.9,1.9,0.781,14.4
Bulgaria,2012-01-01,Developed,73.9,139.0,1,10.99,851.450672,95.0,1,63.9,1,95.0,7.11,95.0,0.1,7378.25539,735888.0,1.9,1.9,0.778,14.3
Bulgaria,2011-01-01,Developed,73.7,144.0,1,10.67,875.1495189,96.0,157,63.3,1,95.0,6.88,95.0,0.1,7813.83499,7348328.0,2.0,2.0,0.775,14.2
Bulgaria,2008-01-01,Developed,72.9,155.0,1,10.98,107.9826127,96.0,1,61.5,1,96.0,6.61,95.0,0.1,7296.122479,7492561.0,2.1,2.1,0.761,13.8
Bulgaria,2007-01-01,Developed,72.6,157.0,1,10.89,591.5100978,95.0,1,6.9,1,95.0,6.41,95.0,0.1,5932.899677,7545338.0,2.1,2.2,0.755,13.5
Bulgaria,2006-01-01,Developed,72.2,161.0,1,10.39,508.6304588,96.0,1,6.3,1,96.0,6.67,95.0,0.1,4513.13628,76122.0,2.2,2.2,0.75,13.5
Bulgaria,2005-01-01,Developed,72.1,16.0,1,10.48,456.3404657,96.0,3,59.7,1,97.0,7.8,96.0,0.1,3893.68998,7658972.0,2.2,2.3,0.745,13.5
Bulgaria,2004-01-01,Developed,72.2,157.0,1,10.96,384.1473028,94.0,0,59.1,1,94.0,7.9,95.0,0.1,3381.57837,771686.0,2.3,2.3,0.738,13.3
Bulgaria,2003-01-01,Developed,72.0,155.0,1,11.19,32.38616103,96.0,0,58.6,1,96.0,7.43,96.0,0.1,271.46824,7775327.0,2.3,2.4,0.729,12.9
Bulgaria,2002-01-01,Developed,71.8,157.0,1,10.2,33.26778134,88.0,0,58.1,1,94.0,7.41,93.0,0.1,287.534843,7837161.0,2.4,2.4,0.723,12.9
Bulgaria,2001-01-01,Developed,71.6,16.0,1,10.72,25.06262895,93.0,8,57.5,1,94.0,7.23,94.0,0.1,1764.97387,89142.0,2.4,2.5,0.713,12.9
Bulgaria,2000-01-01,Developed,71.1,163.0,1,9.69,15.2357274,94.0,46,57.0,1,94.0,6.7,93.0,0.1,169.28586,817172.0,2.5,2.5,0.709,12.9
Burkina Faso,2015-01-01,Developing,59.9,26.0,38,4.602860787172012,0.0,91.0,99,19.4,61,91.0,5.9381895280235995,91.0,0.6,615.592225,1811624.0,8.0,7.5,0.399,7.7
Burkina Faso,2014-01-01,Developing,59.3,268.0,39,0.01,8.386339501,91.0,343,18.8,63,91.0,4.96,91.0,0.6,75.1464113,17585977.0,8.2,7.7,0.398,7.7
Burkina Faso,2013-01-01,Developing,59.0,27.0,40,4.64,88.97040214,88.0,375,18.2,66,89.0,5.91,88.0,0.7,699.452847,1772723.0,8.4,7.9,0.392,7.5
Burundi,2015-01-01,Developing,59.6,288.0,21,4.602860787172012,0.0,94.0,9,18.7,31,94.0,5.9381895280235995,94.0,0.7,33.681223,119927.0,7.3,7.2,0.406,10.6
Burundi,2014-01-01,Developing,59.1,297.0,22,0.01,41.25159038,95.0,0,18.2,32,95.0,7.54,95.0,0.7,312.7489794,989179.0,7.4,7.3,0.404,10.6
Burundi,2013-01-01,Developing,58.6,33.0,22,0.01,40.15128458,96.0,0,17.6,32,96.0,8.3,96.0,1.0,282.7555252,96186.0,7.4,7.4,0.398,10.5
Burundi,2012-01-01,Developing,58.0,312.0,22,0.01,38.73170505,96.0,49,17.1,33,96.0,8.21,96.0,1.2,265.285651,931971.0,7.5,7.5,0.393,10.3
Burundi,2011-01-01,Developing,57.4,321.0,22,4.16,3.595980333,96.0,129,16.6,33,95.0,8.58,96.0,1.5,26.479973,94358.0,7.6,7.6,0.385,9.9
Cabo Verde,2015-01-01,Developing,73.3,114.0,0,4.602860787172012,0.0,96.0,0,31.3,0,93.0,5.9381895280235995,93.0,0.2,2954.119467,532913.0,6.6,6.6,0.646,13.5
Cabo Verde,2014-01-01,Developing,73.0,117.0,0,0.01,414.0242418,97.0,0,3.5,0,95.0,4.76,95.0,0.2,3529.61843,526437.0,6.8,6.7,0.643,13.5
Cabo Verde,2013-01-01,Developing,72.8,12.0,0,0.01,325.6298627,94.0,0,29.7,0,93.0,4.29,93.0,0.2,3558.796314,5216.0,6.9,6.9,0.643,13.6
Cabo Verde,2012-01-01,Developing,72.7,121.0,0,0.01,33.55888998,94.0,0,29.0,0,94.0,4.61,94.0,0.3,348.482762,513979.0,7.1,7.1,0.636,13.2
Cabo Verde,2010-01-01,Developing,72.5,123.0,0,4.75,286.8907303,98.0,0,27.5,0,99.0,4.83,99.0,0.4,3312.825985,52384.0,7.4,7.4,0.627,12.7
Cabo Verde,2009-01-01,Developing,72.4,124.0,0,4.45,339.9777364,98.0,0,26.8,0,99.0,4.24,99.0,0.4,3444.5566,496963.0,7.6,7.6,0.621,12.4
Cabo Verde,2008-01-01,Developing,72.4,124.0,0,4.16,360.6208825,98.0,0,26.2,0,99.0,3.96,99.0,0.4,3638.95946,491723.0,7.8,7.8,0.615,12.2
Cabo Verde,2007-01-01,Developing,72.3,126.0,0,5.28,345.463714,96.0,0,25.5,0,98.0,4.3,98.0,0.6,3112.285712,486438.0,8.1,8.0,0.602,11.9
Cabo Verde,2006-01-01,Developing,72.1,129.0,0,4.25,26.45133197,95.0,0,24.9,0,97.0,5.11,96.0,0.6,234.28992,48795.0,8.3,8.3,0.596,11.9
Cabo Verde,2005-01-01,Developing,71.8,134.0,0,4.26,3.349816965,93.0,0,24.3,0,95.0,4.86,95.0,0.8,248.13459,474567.0,8.5,8.5,0.582,11.2
Cabo Verde,2004-01-01,Developing,71.4,14.0,0,4.19,240.139715,91.0,0,23.7,0,94.0,5.6,93.0,0.8,1976.45856,467664.0,8.7,8.7,0.574,11.1
Cabo Verde,2003-01-01,Developing,71.1,144.0,0,4.16,209.0865,66.0,0,23.2,0,93.0,5.0,92.0,0.9,1768.92132,46147.0,8.9,8.9,0.572,11.3
Cambodia,2015-01-01,Developing,68.7,174.0,10,4.602860787172012,0.0,89.0,0,19.6,12,87.0,5.9381895280235995,89.0,0.2,1163.18977,15517635.0,1.9,1.9,0.558,10.9
Cambodia,2014-01-01,Developing,68.3,179.0,11,0.01,12.17952064,88.0,0,18.9,12,87.0,5.68,88.0,0.2,198.687123,152779.0,1.9,11.0,0.553,10.9
Cambodia,2013-01-01,Developing,67.8,183.0,11,0.01,8.758214538,83.0,0,18.2,13,66.0,5.93,83.0,0.2,128.419568,1522692.0,11.0,11.1,0.546,10.8
Cambodia,2012-01-01,Developing,67.4,186.0,12,0.01,6.914723983,86.0,15,17.6,14,84.0,6.24,86.0,0.3,95.244132,14776866.0,11.0,11.2,0.54,10.7
Cambodia,2011-01-01,Developing,67.0,19.0,13,2.12,60.18591771,88.0,722,17.0,15,87.0,5.64,88.0,0.3,882.491462,14537886.0,11.0,11.2,0.533,10.7
Cambodia,2007-01-01,Developing,65.0,24.0,16,2.08,57.73516711,82.0,394,14.8,20,82.0,3.75,82.0,0.9,631.675789,13676693.0,11.3,11.5,0.495,10.3
Cambodia,2005-01-01,Developing,62.9,234.0,18,1.99,62.21817261,80.94046121593291,264,13.9,22,82.0,5.84,82.0,1.4,474.2238766,132721.0,11.5,11.6,0.47,10.0
Cambodia,2004-01-01,Developing,61.5,253.0,19,1.38,8.38611924,80.94046121593291,352,13.5,24,86.0,6.43,85.0,1.7,48.615184,1363377.0,11.6,11.7,0.458,9.7
Chile,2015-01-01,Developing,85.0,82.0,2,4.602860787172012,0.0,97.0,9,63.8,2,96.0,5.9381895280235995,96.0,0.1,13653.2264,17762681.0,0.8,0.8,0.845,16.3
Chile,2011-01-01,Developing,79.8,86.0,2,7.26,211.614293,94.0,6,61.2,2,93.0,7.0,94.0,0.1,1475.69242,17153357.0,0.8,0.8,0.82,15.4
Chile,2010-01-01,Developing,79.1,89.0,2,7.93,177.4925143,92.0,0,6.6,2,92.0,6.97,92.0,0.1,1286.17764,16993354.0,0.8,0.9,0.815,15.2
Chile,2009-01-01,Developing,79.3,91.0,2,7.67,181.525923,94.0,1,59.9,2,94.0,7.39,94.0,0.1,1243.32824,16829442.0,0.8,0.9,0.816,15.3
Chile,2008-01-01,Developing,79.6,88.0,2,7.31,241.5533381,95.0,0,59.3,2,95.0,6.87,95.0,0.1,1781.3668,16661942.0,0.9,0.9,0.804,15.2
Chile,2007-01-01,Developing,78.9,9.0,2,7.39,209.4875875,92.0,0,58.7,2,95.0,6.35,96.0,0.1,1526.87746,16491687.0,0.9,0.9,0.797,14.8
Chile,2005-01-01,Developing,78.4,93.0,2,7.57,954.9644887,80.94046121593291,0,57.4,2,92.0,6.69,91.0,0.1,7615.3468,1614764.0,0.9,1.0,0.79,14.6
Chile,2004-01-01,Developing,78.0,97.0,2,6.32,78.78564878,80.94046121593291,0,56.8,2,94.0,6.93,93.0,0.1,621.828325,15973778.0,0.9,1.0,0.781,14.3
Chile,2003-01-01,Developing,77.9,1.0,2,6.37,584.0993429,80.94046121593291,1,56.1,2,96.0,7.34,96.0,0.1,4787.699532,15799542.0,1.0,1.0,0.775,14.0
Chile,2002-01-01,Developing,77.8,11.0,2,6.06,675.7808443,80.94046121593291,0,55.4,3,97.0,6.48,97.0,0.1,4463.545867,15623635.0,1.0,1.0,0.768,13.9
Chile,2001-01-01,Developing,77.3,16.0,2,6.1,687.5116825,80.94046121593291,0,54.7,3,96.0,6.51,97.0,0.1,4595.666327,15444969.0,1.0,1.0,0.761,13.7
Chile,2000-01-01,Developing,77.3,13.0,2,6.24,74.14842946,80.94046121593291,0,54.0,3,91.0,6.4,91.0,0.1,511.368479,15262754.0,1.1,1.1,0.755,13.5
Colombia,2011-01-01,Developing,74.2,144.0,12,4.37,184.3073618,85.0,6,55.0,14,85.0,6.64,85.0,0.1,7227.73968,4646646.0,2.2,2.0,0.7,13.0
Colombia,2010-01-01,Developing,73.6,15.0,12,4.28,113.2436346,88.0,0,54.2,15,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8
Colombia,2008-01-01,Developing,73.5,146.0,14,4.45,978.07041,92.0,0,52.8,16,92.0,6.62,92.0,0.1,5433.7245,4491544.0,2.3,2.0,0.683,12.2
Colombia,2000-01-01,Developing,71.4,167.0,18,4.66,477.1341814,78.0,1,46.7,21,82.0,5.91,79.0,0.1,2472.197831,443958.0,2.6,2.3,0.65,11.3
Comoros,2015-01-01,Developing,63.5,227.0,1,4.602860787172012,0.0,91.0,0,24.2,2,92.0,5.9381895280235995,91.0,0.8,727.6463868,777424.0,6.7,6.5,0.498,11.1
Comoros,2014-01-01,Developing,63.2,23.0,1,0.01,73.86584922,88.0,0,23.7,2,87.0,6.75,87.0,0.8,852.954379,759385.0,6.8,6.6,0.497,11.1
Comoros,2013-01-01,Developing,62.9,233.0,1,0.01,61.57443584,88.0,0,23.2,2,85.0,6.51,87.0,0.8,834.341949,7415.0,6.8,6.6,0.49,10.9
Comoros,2012-01-01,Developing,62.5,237.0,2,0.01,78.39008571,89.0,1,22.6,2,85.0,7.11,86.0,0.8,788.632653,723868.0,6.9,6.7,0.484,10.8
Comoros,2011-01-01,Developing,62.2,241.0,2,0.12,59.6596497,83.0,3,22.1,2,85.0,6.1,83.0,0.2,829.7586885,76569.0,7.0,6.8,0.479,10.6
Comoros,2010-01-01,Developing,61.8,246.0,2,0.15,47.30421873,74.0,0,21.6,2,82.0,5.82,74.0,0.1,769.1742883,689692.0,7.1,6.9,0.476,10.5
Comoros,2009-01-01,Developing,61.3,251.0,2,0.17,56.98952474,83.0,1,21.1,2,84.0,3.82,83.0,0.1,778.5454199,673252.0,7.2,7.0,0.465,10.3
Comoros,2008-01-01,Developing,61.0,255.0,2,0.12,93.36788979,81.0,0,2.6,2,81.0,5.13,81.0,0.1,795.97519,657229.0,7.2,7.1,0.461,10.2
Comoros,2007-01-01,Developing,66.0,259.0,2,0.16,9.087638194,75.0,0,2.1,2,75.0,4.93,75.0,0.1,72.759313,64162.0,7.3,7.2,0.459,10.0
Comoros,2006-01-01,Developing,63.0,262.0,2,0.25,77.0283958,69.0,85,19.6,2,69.0,4.57,69.0,0.1,648.38717,626425.0,7.4,7.3,0.451,9.9
Cook Islands,2013-01-01,Developing,69.22493169398908,164.79644808743168,0,0.01,0.0,98.0,0,82.8,0,98.0,3.58,98.0,0.1,7483.158469138474,12753375.120052494,0.1,0.1,0.6275510645976182,11.992792792792793
Costa Rica,2015-01-01,Developing,79.6,95.0,1,4.602860787172012,0.0,92.0,0,6.5,1,92.0,5.9381895280235995,92.0,0.1,1146.36273,487852.0,1.7,1.7,0.775,14.2
Costa Rica,2014-01-01,Developing,79.5,96.0,1,3.45,384.5129138,91.0,1,59.5,1,91.0,9.31,91.0,0.1,1647.44179,4757575.0,1.7,1.7,0.768,13.9
Costa Rica,2013-01-01,Developing,79.4,96.0,1,3.42,386.1379123,94.0,0,58.5,1,95.0,9.47,95.0,0.1,1569.66631,47641.0,1.7,1.7,0.762,13.7
Costa Rica,2007-01-01,Developing,78.9,93.0,1,4.2,150.8891479,89.0,0,52.4,1,89.0,8.37,89.0,0.1,612.623418,4369469.0,1.9,1.9,0.734,12.8
Costa Rica,2003-01-01,Developing,78.0,1.0,1,4.04,1070.268999,86.0,1,48.3,1,88.0,8.45,88.0,0.1,4167.71417,4125971.0,2.2,2.1,0.715,12.1
Costa Rica,2002-01-01,Developing,78.3,99.0,1,4.17,112.9493745,94.0,0,47.3,1,94.0,8.23,94.0,0.1,462.14965,46324.0,2.2,2.2,0.712,11.9
Croatia,2015-01-01,Developed,78.0,95.0,0,4.602860787172012,0.0,94.0,206,63.7,0,94.0,5.9381895280235995,94.0,0.1,11579.6674,42364.0,1.5,1.4,0.823,15.3
Croatia,2010-01-01,Developed,76.6,16.0,0,12.1,206.8868182,97.0,7,6.6,0,97.0,8.25,97.0,0.1,1355.74586,4417781.0,1.6,1.6,0.803,14.2
Croatia,2005-01-01,Developed,75.2,116.0,0,11.59,167.2319899,80.94046121593291,2,57.5,0,96.0,6.89,96.0,0.1,1224.2459,4442.0,1.8,1.8,0.777,13.6
Croatia,2003-01-01,Developed,74.7,122.0,0,13.78,93.67706503,80.94046121593291,19,56.3,0,95.0,6.35,94.0,0.1,785.881418,444.0,1.9,1.9,0.765,12.9
Croatia,2002-01-01,Developed,74.8,124.0,0,13.39,11.63615139,80.94046121593291,6,55.8,0,95.0,6.19,95.0,0.1,653.71637,444.0,2.0,2.0,0.759,12.6
Croatia,2001-01-01,Developed,74.9,126.0,0,13.15,650.9567981,80.94046121593291,8,55.2,0,94.0,7.16,94.0,0.1,5245.421419,444.0,2.0,2.0,0.749,12.3
Croatia,2000-01-01,Developed,74.7,127.0,0,12.73,649.3909871,80.94046121593291,9,54.7,0,94.0,7.66,93.0,0.1,4919.62869,4426.0,2.1,2.1,0.739,12.2
Cuba,2015-01-01,Developing,79.1,92.0,1,4.602860787172012,0.0,99.0,0,61.4,1,99.0,5.9381895280235995,99.0,0.1,762.261218,12753375.120052494,3.5,3.3,0.773,13.9
Cuba,2014-01-01,Developing,79.0,93.0,1,4.37,13.6691019,97.0,0,6.7,1,99.0,11.6,99.0,0.1,75.5199,12753375.120052494,3.4,3.3,0.772,14.0
Cuba,2013-01-01,Developing,78.7,96.0,1,4.18,95.67571176,96.0,0,59.9,1,99.0,9.48,99.0,0.1,676.15344,12753375.120052494,3.4,3.3,0.773,14.7
Cuba,2012-01-01,Developing,78.7,96.0,1,4.16,742.1961992,96.0,0,59.2,1,98.0,8.59,99.0,0.1,6425.941119,12753375.120052494,3.4,3.2,0.778,15.7
Cuba,2011-01-01,Developing,78.8,92.0,1,4.14,102.0645784,96.0,0,58.4,1,99.0,1.6,97.0,0.1,675.92436,12753375.120052494,3.4,3.2,0.78,16.5
Cuba,2010-01-01,Developing,78.0,98.0,1,4.13,787.2808163,96.0,0,57.7,1,99.0,1.19,96.0,0.1,5676.14143,12753375.120052494,3.4,3.2,0.784,17.6
Cuba,2008-01-01,Developing,77.9,12.0,1,4.26,708.6157966,95.0,0,56.2,1,99.0,1.79,95.0,0.1,5376.447622,12753375.120052494,3.4,3.2,0.771,17.1
Cuba,2007-01-01,Developing,78.1,14.0,1,4.13,750.7147641,93.0,0,55.4,1,99.0,1.42,93.0,0.1,5184.494227,12753375.120052494,3.4,3.2,0.754,16.0
Cuba,2006-01-01,Developing,78.0,14.0,1,4.17,523.4724284,89.0,0,54.6,1,99.0,7.67,89.0,0.1,4669.6916,12753375.120052494,3.4,3.2,0.732,14.7
Cuba,2005-01-01,Developing,77.2,19.0,1,4.48,518.9359221,95.0,0,53.8,1,99.0,9.39,89.0,0.1,3779.577,12753375.120052494,3.4,3.3,0.719,14.2
Cuba,2004-01-01,Developing,77.3,17.0,1,4.38,4.484254579,99.0,0,53.0,1,98.0,6.14,88.0,0.1,339.716256,12753375.120052494,3.4,3.3,0.705,13.2
Cuba,2003-01-01,Developing,77.4,18.0,1,4.39,60.34145124,99.0,0,52.1,1,98.0,6.31,72.0,0.1,3192.669378,12753375.120052494,3.5,3.3,0.694,12.9
Cuba,2002-01-01,Developing,77.7,19.0,1,4.1,334.7672107,98.0,0,51.3,1,98.0,6.5,99.0,0.1,2994.339988,12753375.120052494,3.5,3.3,0.692,12.5
Cuba,2001-01-01,Developing,76.7,115.0,1,4.04,322.5863149,98.0,0,5.4,1,99.0,6.27,98.0,0.1,2832.188893,12753375.120052494,3.6,3.4,0.686,12.3
Cuba,2000-01-01,Developing,76.9,115.0,1,3.92,49.34007756,98.0,0,49.4,1,98.0,6.7,95.0,0.1,2741.11542,12753375.120052494,3.6,3.4,0.679,12.1
Cyprus,2015-01-01,Developed,85.0,52.0,0,4.602860787172012,0.0,97.0,0,6.3,0,97.0,5.9381895280235995,97.0,0.1,2375.1127,116985.0,1.0,1.0,0.854,14.3
Cyprus,2014-01-01,Developed,83.0,53.0,0,0.01,207.3041936,96.0,10,59.8,0,99.0,7.37,99.0,0.1,2734.88382,115239.0,0.9,1.0,0.85,14.0
Cyprus,2013-01-01,Developed,81.0,54.0,0,9.04,212.0859259,96.0,0,59.2,0,99.0,7.46,99.0,0.1,2797.96736,1143896.0,0.9,1.0,0.85,13.8
Cyprus,2010-01-01,Developed,79.5,59.0,0,11.32,283.3300258,96.0,18,57.8,0,99.0,7.23,99.0,0.1,3818.46396,111267.0,0.9,1.0,0.853,14.6
Cyprus,2009-01-01,Developed,79.3,6.0,0,10.8,230.2524184,96.0,0,57.3,0,99.0,7.4,99.0,0.1,3215.8159,19876.0,0.9,1.0,0.849,14.1
Cyprus,2008-01-01,Developed,79.1,62.0,0,12.01,239.6409938,93.0,1,56.8,0,97.0,6.89,97.0,0.1,3539.7488,181563.0,0.9,1.0,0.844,13.7
Cyprus,2003-01-01,Developed,78.5,66.0,0,10.62,158.7087399,88.0,0,54.3,0,98.0,6.83,98.0,0.1,2293.4789,993563.0,0.9,1.0,0.815,13.0
Cyprus,2001-01-01,Developed,78.2,69.0,0,10.16,100.8086193,89.0,0,53.3,0,97.0,5.78,97.0,0.1,1562.92433,96282.0,0.9,1.0,0.8,12.4
Cyprus,2000-01-01,Developed,78.1,7.0,0,9.56,950.8027925,89.0,0,52.8,0,97.0,5.77,97.0,0.1,14672.8826,943286.0,0.9,1.0,0.798,12.5
Czechia,2015-01-01,Developed,78.8,86.0,0,4.602860787172012,0.0,97.0,9,66.1,0,97.0,5.9381895280235995,97.0,0.1,7483.158469138474,12753375.120052494,1.8,1.8,0.6275510645976182,11.992792792792793
Czechia,2014-01-01,Developed,78.6,88.0,0,12.68,0.0,99.0,222,65.6,0,99.0,7.41,97.0,0.1,7483.158469138474,12753375.120052494,1.8,1.9,0.6275510645976182,11.992792792792793
Czechia,2013-01-01,Developed,78.2,9.0,0,12.45,0.0,99.0,15,65.1,0,99.0,7.49,98.0,0.1,7483.158469138474,12753375.120052494,1.8,1.9,0.6275510645976182,11.992792792792793
Czechia,2012-01-01,Developed,78.0,93.0,0,12.71,0.0,99.0,22,64.5,0,99.0,7.55,99.0,0.1,7483.158469138474,12753375.120052494,1.8,1.9,0.6275510645976182,11.992792792792793
Czechia,2011-01-01,Developed,77.8,97.0,0,12.43,0.0,99.0,17,64.0,0,99.0,7.5,99.0,0.1,7483.158469138474,12753375.120052494,1.9,1.9,0.6275510645976182,11.992792792792793
Czechia,2010-01-01,Developed,77.5,99.0,0,12.69,0.0,99.0,0,63.6,0,99.0,7.43,99.0,0.1,7483.158469138474,12753375.120052494,1.9,2.0,0.6275510645976182,11.992792792792793
Czechia,2009-01-01,Developed,77.1,12.0,0,13.23,0.0,99.0,5,63.1,0,99.0,7.85,99.0,0.1,7483.158469138474,12753375.120052494,1.9,2.0,0.6275510645976182,11.992792792792793
Czechia,2008-01-01,Developed,77.0,16.0,0,13.25,0.0,99.0,2,62.6,0,99.0,6.82,99.0,0.1,7483.158469138474,12753375.120052494,1.9,2.0,0.6275510645976182,11.992792792792793
Czechia,2007-01-01,Developed,76.8,17.0,0,13.43,0.0,99.0,2,62.2,0,99.0,6.52,99.0,0.1,7483.158469138474,12753375.120052494,2.0,2.1,0.6275510645976182,11.992792792792793
Czechia,2006-01-01,Developed,76.5,19.0,0,13.03,0.0,98.0,7,61.8,0,98.0,6.69,98.0,0.1,7483.158469138474,12753375.120052494,2.0,2.1,0.6275510645976182,11.992792792792793
Czechia,2005-01-01,Developed,75.9,114.0,0,13.19,0.0,99.0,0,61.3,0,96.0,6.93,97.0,0.1,7483.158469138474,12753375.120052494,2.1,2.1,0.6275510645976182,11.992792792792793
Czechia,2004-01-01,Developed,75.8,116.0,0,13.24,0.0,98.0,17,6.8,0,96.0,6.9,98.0,0.1,7483.158469138474,12753375.120052494,2.1,2.2,0.6275510645976182,11.992792792792793
Czechia,2003-01-01,Developed,75.2,122.0,0,13.01,0.0,92.0,30,6.4,0,97.0,7.13,97.0,0.1,7483.158469138474,12753375.120052494,2.2,2.2,0.6275510645976182,11.992792792792793
Czechia,2002-01-01,Developed,75.3,12.0,0,13.47,0.0,86.0,4,59.9,0,97.0,6.8,98.0,0.1,7483.158469138474,12753375.120052494,2.2,2.3,0.6275510645976182,11.992792792792793
Czechia,2001-01-01,Developed,75.1,123.0,0,13.36,0.0,80.94046121593291,6,59.4,0,97.0,6.42,98.0,0.1,7483.158469138474,12753375.120052494,2.2,2.3,0.6275510645976182,11.992792792792793
Czechia,2000-01-01,Developed,74.7,126.0,0,13.22,0.0,80.94046121593291,9,59.0,0,98.0,6.31,98.0,0.1,7483.158469138474,12753375.120052494,2.3,2.3,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2015-01-01,Developing,76.0,139.0,6,4.602860787172012,0.0,96.0,0,32.9,7,99.0,5.9381895280235995,96.0,0.1,7483.158469138474,12753375.120052494,4.9,4.9,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2014-01-01,Developing,73.0,142.0,6,0.01,0.0,93.0,3,32.4,8,99.0,5.9381895280235995,93.0,0.1,7483.158469138474,12753375.120052494,4.9,4.9,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2013-01-01,Developing,71.0,146.0,6,3.35,0.0,93.0,0,31.8,8,99.0,5.9381895280235995,93.0,0.1,7483.158469138474,12753375.120052494,5.0,5.0,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2012-01-01,Developing,69.8,149.0,7,3.61,0.0,96.0,0,31.3,9,99.0,5.9381895280235995,96.0,0.1,7483.158469138474,12753375.120052494,5.1,5.1,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2011-01-01,Developing,69.4,153.0,8,3.39,0.0,94.0,0,3.8,10,99.0,5.9381895280235995,94.0,0.1,7483.158469138474,12753375.120052494,5.1,5.2,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2010-01-01,Developing,69.0,157.0,8,3.12,0.0,93.0,0,3.3,10,99.0,5.9381895280235995,93.0,0.1,7483.158469138474,12753375.120052494,5.2,5.2,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2009-01-01,Developing,68.7,161.0,9,3.35,0.0,93.0,0,29.7,11,98.0,5.9381895280235995,93.0,0.1,7483.158469138474,12753375.120052494,5.3,5.3,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2008-01-01,Developing,68.6,164.0,9,3.16,0.0,92.0,8,29.2,12,98.0,5.9381895280235995,92.0,0.1,7483.158469138474,12753375.120052494,5.4,5.4,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2006-01-01,Developing,68.5,165.0,10,3.28,0.0,96.0,0,28.2,12,98.0,5.9381895280235995,89.0,0.1,7483.158469138474,12753375.120052494,5.6,5.6,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2005-01-01,Developing,68.5,165.0,10,3.21,0.0,92.0,0,27.7,13,97.0,5.9381895280235995,79.0,0.1,7483.158469138474,12753375.120052494,5.7,5.7,0.6275510645976182,11.992792792792793
Democratic People's Republic of Korea,2004-01-01,Developing,68.4,165.0,11,3.13,0.0,98.0,0,27.2,14,99.0,5.9381895280235995,72.0,0.1,7483.158469138474,12753375.120052494,5.7,5.7,0.6275510645976182,11.992792792792793
